행정표준용어현황,,,,,,,,
NO,구분,용어명,용어영문명,영문약어명,정의,주제영역,등록일,상태
9985,표준어,재심,RETRIAL,RETRIAL,"再審
 확정 판결로 사건이 종결되었으나 중대한 잘못이 발견되어 소송 당사자가 다시 청구하여 재판을 함. 또는 그 재판.
",전자정부,2006-11-17,사용중
9986,표준어,재심사,REJUDGEMENT,REJDGE,"再審査
 한 번 심사하였던 것을 다시 심사함.
",전자정부,2006-11-17,사용중
9987,동의어,재앙,DISASTER,DSSTR,"災殃
 뜻하지 아니하게 생긴 불행한 변고. 또는 천재지변으로 인한 불행한 사고.
",복구지원 관리,2006-11-17,사용중
9988,표준어,재연장,RE EXTENSION,REEXTN,"再延長
 다시 (일정 기준보다) 길이 또는 시간을 늘임.
",전자정부,2006-11-17,사용중
9989,표준어,재외,OVERSEAS,OVRSEA,"在外
 외국에 있음.
",전자정부,2006-11-17,사용중
9990,표준어,재외공관,EMBASSIES AND LEGATIONS ABROAD,EMBLGBD,"在外公館
 외국에 설치하는 외무부의 파견 기관
[법률정의] (재외공관무관주재령시행규칙) 외국에 설치된 대한민국의 대사관 및 공사관.
",재외공관운영,2006-11-17,사용중
9991,표준어,재외공무원,OVERSEAS PUBLIC SERVANT,OVSPSVNT,"在外公務員
 [법률정의] (재외공무원재해보상규정) 대한민국 재외공관에 근무하는 외무공무원, 재외공관주재관임용령에 의하여 재외공관에 근무하는 주재관, 재외공관무관주재령에 의하여 재외공관에 근무하는 주재무관, 국가공무원법 제32조의4의 규정에 의하여 재외공관에 파견된 공무원 및 기타 재외공관에 근무하는 일반직 또는 별정직공무원.
",재외공관운영,2006-11-17,사용중
9992,표준어,재외국민,OVERSEAS KOREAN,OVRSEKRN,"在外國民
 [법률정의] (재외국민취적?호적정정및호적정리에관한특례법) 대한민국국민으로서 재외국민등록법의 규정에 의하여 등록된 자.
",재외국민보호 및 지원,2006-11-17,사용중
9993,표준어,재외동포,OVERSEAS KOREANS,OVRSEKRNS,"在外同胞
 [법률정의] (재외동포의출입국과법적지위에관한법률) 다음 각호의 1에 해당하는 자. 1. 대한민국의 국민으로서 외국의 영주권을 취득한 자 또는 영주할 목적으로 외국에 거주하고 있는 자(이하 ""재외국민""이라 한다) 2. 대한민국의 국적을 보유하였던 자(대한민국정부 수립 이전에 국외로 이주한 동포를 포함한다) 또는 그 직계비속으로서 외국국적을 취득한 자중 대통령령이 정하는 자(이하 ""외국국적동포""라 한다)
(재외동포재단법) 다음 각호의 1에 해당하는 자. 1. 대한민국국민으로서 외국에 장기체류하거나 영주권을 취득한 자 2. 국적을 불문하고 한민족의 혈통을 지닌 자로서 외국에서 거주?생활하는 자
",재외국민보호 및 지원,2006-11-17,사용중
9994,표준어,재요청,REQUEST AGAIN,REREQUST,"再要請
 다시 요청함
",전자정부,2006-11-17,사용중
9995,표준어,재원,FINANCIAL RESOURCES,FNRSC,"財源
 재화나 자금이 나올 원천.
",재정운용,2006-11-17,사용중
9996,표준어,재위임,RE-MANDATE,REMNDT,"再委任
 다시 위임함.
",전자정부,2006-11-17,사용중
9997,표준어,재위탁,RE-CONSIGN,RECNSIGN,"再委託
 다시 위탁함.
",전자정부,2006-11-17,사용중
9998,표준어,재유치,CONFINEMENT AGAIN,CFNN,"再留置
 설비 등을 갖추어 두고 권하여 다시 오게 함
",전자정부,2006-11-17,사용중
9999,표준어,재이동,MOVEMENT AGAIN,MVGN,"再移動
 다시 움직임
",전자정부,2006-11-17,사용중
10000,표준어,재이용,REUSE,REUSE,"再利用
 다시 이용함.
",전자정부,2006-11-17,사용중
10001,표준어,재임용,RE-EMPLOYMENT,REEMPLY,"再任用
 다시 임용함.
",전자정부,2006-11-17,사용중
10002,표준어,재입국,REENTRY,REENTRY,"再入國
 다른 나라에서 살던 그 나라 사람이 다시 그 나라로 들어오거나 들어감.
",전자정부,2006-11-17,사용중
10003,표준어,재입금,REDEPOSIT,REDPSIT,"再入金
 다시 입금함.
",전자정부,2006-11-17,사용중
10004,표준어,재입찰,REBID,REBID,"再入札
 다시 입찰함.
",전자정부,2006-11-17,사용중
10005,표준어,재입학,READMISSION,READMS,"再入學
 다시 입학함.
",전자정부,2006-11-17,사용중
10006,표준어,재작성,REWRITE,REWRT,"再作成
 다시 만듦
",전자정부,2006-11-17,사용중
10007,표준어,재작업,REWORK,REWORK,"再作業
 다시 작업하다
",전자정부,2006-11-17,사용중
10008,표준어,재적,ENROLLMENT,ENRL,"在籍
 학적, 호적, 병적 따위의 명부(名簿)에 이름이 올라 있음.
",전자정부,2006-11-17,사용중
10009,표준어,재적용,REAPPLICATION,REAPLC,"再適用
 다시 적용하다.
",전자정부,2006-11-17,사용중
10010,표준어,재전송,RETRANSMISSION,RETRANSM,"再傳送
 다시 보냄
",전자정부,2006-11-17,사용중
10011,표준어,재접속,RE CONNECT,RECONECT,"再接續
 다시 접속함.
",전자정부,2006-11-17,사용중
10012,표준어,재정,FINANCE,FNANC,"財政
 국가 또는 지방 자치 단체가 행정 활동이나 공공 정책을 시행하기 위하여 자금을 만들어 관리하고 이용하는 경제 활동.
",전자정부,2006-11-17,사용중
10013,표준어,재정경제부,MINISTRY OF FINANCE AND ECONOMY,MOFE,"財政經濟部
 국가의 경제 정책을 수립하는 중앙행정기관.
",재정경제 행정지원,2006-11-27,사용중
10014,표준어,재정비,REFITTING ,REFIT,"재ː?정비(再整備)[명사][하다형 타동사][되다형 자동사]다시 정비함. \n【예】전열(戰列)을 재정비하다.

",전자정부,2008-12-16,사용중
10015,표준어,재정융자특별회계,SPECIAL FINANCE ACCOUNT,SFA,"財政融資特別會計
 재정융자특별회계법에 의거 정부가 국민복지 향상과 주요산업의 지원에 필요한 자금을 대여할 목적으로 설치되어 재정경제부장관이 관리ㆍ운용하는 재정융자특별회계의 약어이다.
",국고관리,2006-11-24,사용중
10016,표준어,재조사,REEXAMINATION,REEXMN,"再調査
 다시 조사함.
",전자정부,2006-11-17,사용중
10017,표준어,재조정,READJUSTMENT,READJST,"再調停
 다시 조정함.
",전자정부,2006-11-17,사용중
10018,동의어,재조합,GENE RECOMBINATION,GNRMBN,"再組合
 특정 유전자의 배열 순서를 바꾸거나 다른 유전자와의 조합을 통하여 지금까지와는 다른 유전자의 조합이 생기는 기구(機構)를 통틀어 이르는 말.
",식품안전,2006-11-17,사용중
10019,표준어,재지급,PAYMENT AGAIN,PAYAGN,"再支給
 다시 돈을 냄
",전자정부,2006-11-17,사용중
10020,동의어,재지불,PAYMENT AGAIN,PAYAGN,"再支拂
 다시 돈을 냄
",전자정부,2006-11-17,사용중
10021,표준어,재직,HOLDING OFFICE,HFFC,"在職
 어떤 직장에 근무하거나 어떤 직무를 맡고 있음
",전자정부,2006-11-17,사용중
10022,표준어,재진입,REENTRY,REENT,"再進入
 다시 들어옴.
",전자정부,2006-11-17,사용중
10023,표준어,재질,QUALITY OF MATERIAL,MTRQLT,"材質
 재료가 가지는 성질.
",전자정부,2006-11-17,사용중
10024,표준어,재차,SECOND TIME,SCNDTM,"두 번째.

",전자정부,2010-02-22,사용중
10025,표준어,재처리,REHANDLE,REHNDL,"再處理
 다시 정리하여 치우거나 마무리를 지음
",전자정부,2006-11-17,사용중
10026,표준어,재청구,REQUEST AGAIN,RERQEST,"再請求
 다시 내놓거나 주기를 요구함
",전자정부,2006-11-17,사용중
10027,표준어,재축,REBUILD,REBILD,"再築
 무너진 건축물을 다시 세움
[법률정의] (건축법 시행령) 건축물이 천재?지변 기타 재해에 의하여 멸실된 경우에 그 대지안에 종전과 동일한 규모의 범위안에서 다시 축조하는 것.
",도시정책,2006-11-17,사용중
10028,표준어,재충전,RECHARGE,RECHRG,"再充電
 다시 축전기나 축전지 따위에 전기를 축적함
",전자정부,2006-11-17,사용중
10029,표준어,재택,HOME TRANSACTION,HMTRC,"在宅
 집에 머뭄.
",전자정부,2006-11-17,사용중
10030,표준어,재택근무,TELECOMMUTING,TLCOMPUT,"在宅勤務
 정보통신망을 이용하여 회사로 출퇴근을 하지 않고 집에서 업무를 처리함.
",전자정부,2006-11-17,사용중
10031,동의어,재특회계,SPECIAL FINANCE ACCOUNT,SFA,"財特會計
 재정융자특별회계법에 의거 정부가 국민복지 향상과 주요산업의 지원에 필요한 자금을 대여할 목적으로 설치되어 재정경제부장관이 관리ㆍ운용하는 재정융자특별회계의 약어이다.
",국고관리,2006-11-24,사용중
10032,표준어,재판,JUDGEMENT,JDGMT,"裁判
 구체적인 소송 사건을 해결하기 위하여 법원 또는 법관이 공권적 판단을 내리는 일.
",전자정부,2006-11-17,사용중
10033,표준어,재판관계인,JUDGEMENT PARTICIPANT,JDGMTPARTCPNT,"裁判關係人
 [법률정의] (원격영상재판에관한특례법) 법관?당사자?증인등 법원의 재판절차에 참여하는 자.
",전자정부,2006-11-17,사용중
10034,표준어,재판관할권,RIGHT OF JURISDICTION,RHJSD,"裁判管轄權
 섭외사건의 재판관할권이란 어떤 섭외사건에 대하여 어느 나라의 법원이 가지는 재판권.
",전자정부,2006-11-17,사용중
10035,표준어,재판권,JURISDICTION,JRSDCT,"裁判權
 법원이 소송 사건을 해결하기 위하여 재판할 수 있는 권한.
",전자정부,2006-11-17,사용중
10036,표준어,재판매,RESALE,RESALE,"再販賣
 다시 팔다
",전자정부,2006-11-17,사용중
10037,표준어,재판매가격유지행위,RESALE PRICE MAINTENANCE ACTION,RLNNC,"再販賣價格維持行爲
 [법률정의] (독점규제 및 공정거래에 관한 법률) 사업자가 상품 또는 용역을 거래함에 있어서 거래상대방인 사업자 또는 그 다음 거래단계별 사업자에 대하여 거래가격을 정하여 그 가격대로 판매 또는 제공할 것을 강제하거나 이를 위하여 규약 기타 구속조건을 붙여 거래하는 행위.
",공정거래,2006-11-17,사용중
10038,표준어,재판문서,JUDGEMENT DOCUMENT,JDGMTDOC,"裁判文書
 [법률정의] (헌법재판절차에서의전자문서이용등에관한규칙) 헌법재판절차에 필요한 문서.
",전자정부,2006-11-17,사용중
10039,표준어,재판서,COURT RECORDS,CRCD,"裁判書
 [법률정의] (검찰보존사무규칙) 판결?결정?명령의 재판을 기재한 문서로서 재판을 한 법관이 서명 날인한 원본.
",검찰활동,2006-11-17,사용중
10040,표준어,재판서편철,WRITTEN JUDGMENT,RULLING,"裁判書
 [법률정의] (검찰보존사무규칙) 판결?결정?명령의 재판을 기재한 문서로서 재판을 한 법관이 서명 날인한 원본을 편철.

",전자정부,2009-12-29,사용중
10041,표준어,재판서편철번호,COURT RECORDS,CORCD,"재판서를 편철한 일련번호

",전자정부,2009-12-29,사용중
10042,표준어,재판청구권,RIGHT OF ACCESS TO COURTS,RSCRT,"裁判請求權
 헌법에 규정된 국민의 기본적 인권의 하나로, 법률에 의한 재판을 청구할 수 있는 권리.
",전자정부,2006-11-17,사용중
10043,표준어,재평가,REVALUATION,REVAL,"再評價
 다시 사람이나 사물의 가치를 판단함
[법률정의] (자산재평가법) 법인 또는 개인의 기업에 소속된 자산을 현실에 적합한 가액으로 그 장부가액을 증액하는 것.
",전자정부,2006-11-17,사용중
10044,동의어,재학생,STUDENT,STDNT,"在學生
 학교에 적(籍)을 두고 공부하는 학생.
",학교교육 내실화,2006-11-17,사용중
10045,표준어,재항고,RE-APPEAL,REAPL,"再抗告
 항고 법원의 결정과 고등 법원의 결정이나 명령이 법령에 위배됨을 이유로 대법원에 다시 항고하는 일.
",전자정부,2006-11-17,사용중
10046,표준어,재해,DISASTER,DSSTR,"災害
 재앙으로 말미암아 받는 피해
[법률정의] (농어업재해대책법) 농업재해와 어업재해.
(산업재해보상보험법시행규칙) 사고 또는 유해요인에 의한 근로자의 부상?사망?장해 또는 질병.
(자연재해대책법) 재난및안전관리기본법(이하 ""기본법""이라 한다) 제3조제1호의 규정에 의한 재난으로 인하여 발생하는 피해.
",복구지원 관리,2006-11-17,사용중
10047,표준어,재해대책,MEASURERS AGAINST DISASTERS,MSAGDST,"災害對策
 [법률정의] (농어업재해대책법) 재해의 예방?피해의 경감?재해의 복구 및 재해를 입은 농가 및 어가에 대한 지원.
",농산물 유통,2006-11-17,사용중
10048,표준어,재해보상부담금,DISASTER REWARD ALLOTMENT,DSSTRREWARDALOTM,"災害報償負擔金
 [법률정의] (사립학교교직원 연금법) 제42조제1항의 규정에 의하여 준용되는 공무원연금법 제34조의 규정에 의한 단기급여 및 동법 제42조의 규정에 의한 장기급여중 제48조의2제3항의 규정에 의하여 재해보상급여준비금에서 지급되는 급여에 소요되는 비용에 충당하기 위하여 학교기관이 이 법에 의하여 따로 부담하는 금액. 1. 18세 미만인 자 2. 18세 이상인 자로서 대통령령으로 정하는 정도의 폐질상태에 있는 자
",교육복지 확충,2006-11-17,사용중
10049,표준어,재해복구보조금,DISASTER RECOVERY SUBSIDY,DSSTRRECOVRYSBSIDY,"災害復舊補助金
 [법률정의] (자연재해대책법) 중앙행정기관이 재해복구사업을 위하여 특별시?광역시?도(이하 ""시?도""라 한다) 및 시?군?구(자치구. 이하 같다)에 지원하는 보조금.
",복구지원 관리,2006-11-17,사용중
10050,표준어,재해손실세액공제,DISASTER LOSS TAX DEDUCTION,DTRTDD,"災害損失稅額控除
 재해손실세액공제란 납세의무자가 당해연도중에 천재ㆍ지변 및 화재 등 재해로 인하여 사업용 총자산의 100분의 30 이상을 상실한 경우에 그 상실된 비율에 따라 계산한 금액을 산출세액에서 공제하는 제도.
",조세정책,2006-11-17,사용중
10051,표준어,재해위로금,CALAMITY BONUS,CMYB,"災害慰勞金
 [법률정의] (보훈기금법) 천재?지변 그 밖의 재해로 인하여 피해를 입은 국가유공자등에 대한 지원금.
",보훈복지,2006-11-17,사용중
10052,표준어,재허가,RENEWAL OF PERMISSION,REPRMISN,"再許可
 행동이나 일을 하도록 다시 허용함.
",전자정부,2006-11-17,사용중
10053,표준어,재현,REAPPEARANCE,REAPR,"再現
 다시 나타남. 또는 다시 나타냄.
",문화재 정책기반 조성,2006-11-17,사용중
10054,표준어,재현생산권,COPY RIGHTS,CPRIGHT,"특허등 지적재산권을 가진 물품에 대하여 정당하게 복제하는 것을 허락받은 권리를 말하며, 예를 들면 V-tape, 음반 등이 있다.

",관세 행정지원,2010-04-26,사용중
10055,표준어,재형저축,WORKER´S ASSET BUILDING SAVINGS,WRSSS,"財形貯蓄
 저소득근로자의 목돈마련과 재산형성을 지원하기 위해 만들어진 저축제도
",전자정부,2006-11-17,사용중
10056,표준어,재혼금지기간,PERIOD OF THE PROHIBITION OF REMARRIAGE,PPREMRG,"再婚禁止期間
 여자가 혼인 관계 해소일에서 일정한 기간이 지나지 아니하면 재혼할 수 없도록 법으로 정한 기간.
",전자정부,2006-11-17,사용중
10057,표준어,재화,COMMODITY,CMDTY,"財貨
 돈이나 그 밖의 값나가는 모든 물건.
",전자정부,2006-11-17,사용중
10058,표준어,재화중량톤수,DEADWEIGHT TONNAGE,DWGHTN,"선박이 적재할 수있는 화물의 중량
",전자정부,2006-11-23,사용중
10059,표준어,재확인,RECONFIRM,RECNFRM,"再確認
 다시 확인함.
",전자정부,2006-11-17,사용중
10060,표준어,재활,REHABILITATION,REHABT,"再活
 신체장애자가 장애를 극복하고 생활함.
",국립의료원 지원,2006-11-17,사용중
10061,표준어,재활동,REACTION,REACT,"再活動
 다시 활동함
",전자정부,2006-11-17,사용중
10062,표준어,재활용,REUSE,RUSE,"再活用
 폐품 따위를 용도를 바꾸거나 가공하여 다시 씀.
[법률정의] (건설폐기물의재활용촉진에관한법률) 건설폐기물을 처리하는 과정에서 생산된 순환골재 등을 당해 건설공사에 직접 사용하거나 다른 건설공사 또는 다른 용도로 사용하는 것으로서 대통령령이 정하는 것.
(폐기물관리법) 폐기물을 재사용?재생이용하거나 재사용?재생이용할 수 있는 상태로 만드는 활동 또는 폐기물로부터 환경부령이 정하는 기준에 따라 에너지이용합리화법 제2조제1호의 규정에 의한 에너지를 회수하는 활동.
",전자조달 운영,2006-11-17,사용중
10063,표준어,쟁의행위,ACTIONS TAKEN IN A LABOR DISPUTE,ACTLDSP,"爭議行爲
 노동 쟁의가 일어났을 때, 노사 어느 쪽에서든 자기에게 유리한 방법으로 분쟁을 해결하기 위하여 정상적인 업무 운영을 방해하는 일
[법률정의] (노동조합및노동관계조정법) 파업?태업?직장폐쇄 기타 노동관계 당사자가 그 주장을 관철할 목적으로 행하는 행위와 이에 대항하는 행위로서 업무의 정상적인 운영을 저해하는 행위.
",노사 정책,2006-11-17,사용중
10064,표준어,쟁점,ISSUE,ISS,"爭點
 서로 다투는 중심이 되는 점.
",전자정부,2006-11-17,사용중
10065,표준어,저,LOW,LOW,"높이의 낮음

",전자정부,2008-12-15,사용중
10066,표준어,저가,LOW PRICE,LPRC,"低價
 시세에 비하여 헐한 값.
",전자정부,2006-11-17,사용중
10067,표준어,저감,REDUCTION,REDUC,"低減
 낮추어 줄임.
",전자정부,2006-11-17,사용중
10068,표준어,저감반송파,REDUCED CARRIER,RDCCR,"低減搬送波
 [법률정의] (무선설비규칙) 수신측에서 국부주파수의 제어 등에 이용할 수 있는 일정 레벨까지 반송파를 저감하여 송출하는 전파.
",전파방송산업 육성,2006-11-17,사용중
10069,표준어,저공해엔진,LOW-POLLUTION ENGINE,LPLGN,"低公害엔진
 자동차에서 배출되는 대기오염물질을 줄이기 위한 엔진(엔진개조에 사용하는 부품을 포함한다)으로서 환경부령이 정하는 배출허용기준에 적합한 엔진.
",환경보전 기반육성,2006-11-17,사용중
10070,표준어,저널,JOURNAL,JRNL,"정기적으로 간행되는 신문이나 잡지
",전자정부,2006-11-17,사용중
10071,표준어,저녁,DINNER ,DINNR,"저녁[명사]\n1.해가 지고 밤이 되기까지의 사이. \n2.
저녁밥
의 준말. \n【예】저녁을 먹고 좀 쉬었다가 또 공부를 시작했다. ↔아침.\n▣속담/관용구▣\n저녁 굶은 시어미 상(相).\n1.‘매우 못마땅하여 얼굴을 잔뜩 찌푸리고 있는 모양’을 비유하여 이르는 말. \n2.음산한 날씨를 이르는 말.\n

",전자정부,2008-12-16,사용중
10072,표준어,저당,MORTGAGE,MRTG,"抵當
 부동산이나 동산을 채무의 담보로 잡거나 담보로 잡힘.
",전자정부,2006-11-17,사용중
10073,표준어,저당권,MORTGAGE,MRTGA,"抵當權
 채무가 이행되지 않을 경우에 채권자가 저당물에 대하여 일반 채권자에 우선하여 변제를 받을 수 있는 권리.
",전자정부,2006-11-17,사용중
10074,표준어,저당증권,MORTGAGE DEBENTURE,MGDR,"抵當證券
 저당권과 피담보 채권을 묶은 유가 증권.
",전자정부,2006-11-17,사용중
10075,표준어,저상버스,LOW FLOOR BUS,LWFLBUS,"低床BUS 바닥이 낮고 출입구에 계단이 없는 버스. 노약자나 장애인이 쉽게 탈 수 있도록 하기 위해 만들어짐

",전자정부,2010-02-24,사용중
10076,표준어,저서,LITERARY,LTRRY,"著書
 책을 지음, 또는 지은 책.
",전자정부,2006-11-17,사용중
10077,표준어,저소득,SMALL INCOME,SMLINCM,"低所得
 벌이가 적음. 또는 적은 벌이.
",기초생활보장 급여지원,2006-11-17,사용중
10078,표준어,저소득자,PERSON WHO DRAWS A SMALL INCOME,PWDSI,"低所得者
 벌이가 적은 사람
",전자정부,2006-12-07,사용중
10079,표준어,저소득층,LOW-INCOME BRACKET,LWBCT,"低所得層
 낮은 소득과 낮은 소비 수준을 특징으로 하는 계층.
",기초생활보장 급여지원,2006-11-17,사용중
10080,표준어,저속,LOW SPEED,LWSD,"低速
 느린 속도
",전자정부,2006-11-17,사용중
10081,표준어,저수,RESERVOIR WATER,RSVWT,"물을 인공적으로 모음. 또는 그 물.

",전자정부,2010-02-24,사용중
10082,표준어,저수조,WATER TANK,WTTNK,"상수도, 소화(消火) 따위에 쓰기 위하여 물을 담아 두는 큰 통.

",전자정부,2010-02-24,사용중
10083,표준어,저수지,POOL ,POOL,"저ː수?지(貯水池)[명사]인공으로 둑을 쌓아 물을 모아 두는 못.

",전자정부,2008-12-16,사용중
10084,표준어,저압,LOW PRESSURE,LPSSR,"低壓
 압력이 낮음
[법률정의] (도시가스사업법 시행규칙) 0.1메가파스칼 미만의 압력. 다만, 액화가스가 기화되고 다른 물질과 혼합되지 아니한 경우에는 0.01메가파스칼 미만의 압력.
(전기사업법 시행규칙) 직류에서는 750볼트 이하의 전압을 말하고, 교류에서는 600볼트 이하의 전압.
",전력산업경쟁력강화 및 전력수급안정,2006-11-17,사용중
10085,표준어,저온,LOW TEMPERATURE,LOWTMP,"낮은 온도
",전자정부,2006-12-07,사용중
10086,표준어,저온용기,LOW TEMPERATURE INSTRUMENT,LTINSR,"低溫容器
 [법률정의] (고압가스안전관리법시행규칙) 액화가스를 충전하기 위한 용기로서 단열재로 피복하거나 냉동설비로 냉각하는 등의 방법으로 용기내의 가스온도가 상용의 온도를 초과하지 아니하도록 한 것중 초저온용기외의 것.
",국내외 자원개발,2006-11-17,사용중
10087,표준어,저온저장탱크,LOW TEMPERATURE STORAGE TANK,LRRG,"[법률정의] (고압가스안전관리법시행규칙) 액화가스를 저장하기 위한 저장탱크로서 단열재로 피복하거나 냉동설비로 냉각하는 등의 방법으로 저장탱크내의 가스온도가 상용의 온도를 초과하지 아니하도록 한 것중 초저온저장탱크와 가연성가스저온저장탱크를 제외한 것.
",국내외 자원개발,2006-11-17,사용중
10088,표준어,저자,AUTHOR,AUTHR,"著者
 책을 지은 사람.
",국내.외 지식재산권 보호,2006-11-17,사용중
10089,표준어,저작권,COPYRIGHT,CPYRHT,"著作權
 문학, 예술, 학술에 속하는 창작물에 대하여 저작자나 그 권리 승계인이 행사하는 배타적?독점적 권리.
",국내.외 지식재산권 보호,2006-11-17,사용중
10090,표준어,저작인접권,NEIGHBORING COPYRIGHT,NHCHT,"著作隣接權
 실연가(實演家), 음반 제작자, 방송 사업자에게 인정되는 녹음, 복제, 이차 사용 따위에 관한 권리를 통틀어 이르는 말이다.
",국내.외 지식재산권 보호,2006-11-17,사용중
10091,동의어,저작자,AUTHOR,AUTHR,"著作者
 책을 지은 사람.
",국내.외 지식재산권 보호,2006-11-17,사용중
10092,표준어,저장,STORE,STRE,"貯藏
 물건이나 재화 따위를 모아서 간수함.
",전자정부,2006-11-17,사용중
10093,표준어,저장능력,STORAGE ABILITY,SGTY,"貯藏能力
 [법률정의] (고압가스안전관리법시행규칙) 저장설비에 저장할 수 있는 고압가스의 양으로서 별표 1에 의하여 산정된 것.
(액화석유가스의안전관리및사업법시행규칙) 저장설비에 저장할 수 있는 액화석유가스의 양으로서 별표 3의 저장능력산정기준에 의하여 산정된 것.
",국내외 자원개발,2006-11-17,사용중
10094,표준어,저장문서함,REPOSITORY,REPO,"국세법령정보시스템의 자료 저장소로써 문서 정보를 저장함


",법령심사 및 해석,2006-12-29,사용중
10095,표준어,저장설비,STORAGE EQUIPMENT,SGQP,"貯藏設備
 [법률정의] (고압가스안전관리법시행규칙) 고압가스를 충전?저장하기 위한 설비로서 저장탱크 및 충전용기보관설비.
(액화석유가스의안전관리및사업법시행규칙) 액화석유가스를 저장하기 위한 설비로서 저장탱크?소형저장탱크 및 용기(용기집합설비 및 충전용기보관실을 포함한다. 이하 같다).
",국내외 자원개발,2006-11-17,사용중
10096,표준어,저장소,STORAGE,STORGE,"貯藏所
 물건을 저장하는 장소
[법률정의] (고압가스안전관리법시행규칙) 산업자원부령이 정하는 일정량이상의 고압가스를 용기 또는 저장탱크에 의하여 저장하는 일정한 장소.
(액화석유가스의안전관리및사업법시행규칙) 지정수량 이상의 위험물을 저장하기 위한 대통령령이 정하는 장소로서 제6조제1항의 규정에 따른 허가를 받은 장소.
",국민생활안전,2006-11-17,사용중
10097,표준어,저장탱크,STORAGE TANK,STGK,"貯藏탱크
 [법률정의] (고압가스 안전관리법) 고압가스를 저장하기 위한 것으로서 일정한 위치에 고정설치된 것.
(고압가스안전관리법시행규칙) 고압가스를 충전?저장하기 위하여 지상 또는 지하에 고정설치된 탱크.
(액화석유가스의안전관리및사업법시행규칙) 액화석유가스를 저장하기 위하여 지상 또는 지하에 고정설치된 탱크로서 그 저장능력이 3톤 이상인 탱크.
",국내외 자원개발,2006-11-17,사용중
10098,표준어,저조,INACTIVENESS,INCTV,"低調
 능률이 오르지 않음
",전자정부,2006-11-17,사용중
10099,표준어,저촉,CONFLICT,CNFLC,"抵觸
 법률이나 규칙 따위에 위반되거나 거슬림.
",전자정부,2006-11-17,사용중
10100,표준어,저축,SAVINGS,SVINGS,"貯蓄
 절약해 모아 둠.
[법률정의] (특정경제범죄가중처벌등에관한법률) 다음 각목의 1에 해당하는 것을 금융기관에 예입?납입 또는 신탁하거나 금융기관으로부터 수령 또는 매입하는 것. 가. 예금?적금?부금?계금 및 신탁재산 나. 주식?채권?수익증권?어음?수표 및 채무증서 다. 보험료 라. 기타 가목 내지 다목에 준하는 것으로서 대통령령이 정하는 것
",금융감독,2006-11-17,사용중
10101,표준어,저축기관,THRIFT INSTITUTION,THFINSTT,"貯蓄機關
 [법률정의] (농어가목돈마련저축에관한법률) 다음 각호에 규정하는 것. 1. 농업협동조합법에 의하여 설립된 단위농업협동조합 2. 수산업협동조합법에 의하여 설립된 지구별 수산업협동조합 및 업종별 수산업협동조합 3. 축산업협동조합법에 의하여 설립된 지역별 축산업협동조합 및 업종별 축산업협동조합
",농촌개발.복지증진,2006-11-17,사용중
10102,표준어,저출산,LOW BIRTH RATE,LRRT,"低出産
 아이를 적게 낳음.
",저출산대응 및 인구정책지원,2006-11-17,사용중
10103,표준어,저탄,STOCK OF COAL,STKCOAL,"貯炭
 석탄, 숯 따위를 모아서 간수하여 둠.
",에너지 및 자원정책,2006-11-17,사용중
10104,표준어,저하,DEGRADATION,DGRD,"低下
 정도, 수준, 능률 따위가 떨어져 낮아짐.
",전자정부,2006-11-17,사용중
10105,표준어,저항,RESISTANCE,RS,"抵抗
 어떤 힘이나 조건에 굽히지 아니하고 거역하거나 버팀.
",전자정부,2006-11-17,사용중
10106,표준어,저항권,RIGHT OF RESISTANCE,RSSTRT,"抵抗權
 법치 국가에서, 기본 질서를 침해하는 국가의 공권력 행사에 대하여 주권자인 국민이 행할 수 있는 최후의 비상수단적 권리.
",전자정부,2006-11-17,사용중
10107,표준어,저해,OBSTRUCTION,OBSTRC,"沮害
 막아서 못하도록 해침.
",전자정부,2006-11-17,사용중
10108,표준어,적격,PROPER,PROPER,"適格
 규정이나 조건에 알맞은 자격을 지님.
",전자정부,2006-11-17,사용중
10109,표준어,적군,ENEMY ,ENEMY,"적군(敵軍)[?꾼][명사]\n1.적국의 군대. \n2.(운동 경기 따위에서) ‘상대편’을 이르는 말. ↔아군.

",전자정부,2008-12-16,사용중
10110,표준어,적기,PROPER TIME,PPRTM,"適期
 적당한 시기
",전자정부,2006-11-17,사용중
10111,표준어,적립,ACCUMULATION,ACCML,"積立
 모아서 쌓아 둠
",전자정부,2006-11-17,사용중
10112,표준어,적립금,RESERVE,RSRVMNEY,"積立金
 은행이나 회사가 이익금의 일부를 장래에 대비하여 자체적으로 보관하여 두는 돈.
[법률정의] (근로자퇴직급여 보장법) 가입자의 퇴직 등 지급사유가 발생한 때에 급여의 지급을 위하여 사용자 또는 가입자가 납입한 부담금으로 적립된 자금.
(사학기관 재무?회계 규칙에 대한 특례규칙) 재평가적립금등 특정한 경영목적을 달성하기 위하여 예치하는 자금으로서 기금등에 대응하는 적립액.
",우체국예금사업 성장강화,2006-11-17,사용중
10113,표준어,적발,DISCLOSE ,DISCL,"적발(摘發)[?빨][명사][하다형 타동사][되다형 자동사] (숨겨져 드러나지 않는 것을) 들추어냄. \n【예】위반자를 적발하다.

",전자정부,2008-12-16,사용중
10114,표준어,적법,LEGALITY,LGAL,"법규에 맞음.
",전자정부,2006-12-07,사용중
10115,표준어,적부,PROPRIETY,PRPERT,"適否
 적당함과 부적당함
",전자정부,2006-11-17,사용중
